processed_text
han geu roo autistic 20yearold works fathers business move heaven company specializes crime scene cleanup also collect arrange items left deceased people deliver bereaved family geu roos father dies geu roos guardianship passes uncle exconvict cho sang gu martial arts fighter underground matches per fathers sang gu must care work geu roo move heaven three months gain full guardianship claim inheritance eying money sang gu agrees conditions moves adapted nonfiction essay things left behind professional trauma cleaner kim sae byul gu must care work geu roo move heaven three months gain full guardianship claim inheritance eying money sang gu agrees conditions moves adapted nonfiction essay things left behind professional trauma cleaner kim sae byul
yeon shi eun model student ranks top high school physically yeon shi eun appears weak using wits psychology fights violence takes place inside outside school adapted webtoon weak hero written seopass illustrated kim jin seok
everyday extraordinary five doctors patients inside hospital birth death everything coexist
although baek hee sung hiding dark secret surrounding true identity established happy family life successful career loving husband doting father young daughter perfect faade begins crumble wife cha ji homicide detective begins investigating string serial murders 15 years ago ji notices changes hee sungs behavior begins wonder could possibly hiding something begins wonder could possibly hiding something
stories people going days seemingly ordinary actually special hospital place known microcosm life someone born someones life meets ending five doctors longtime friends 20 years started undergrad 1999 medical school colleagues hospital band together naver translation yeoniverse mydramalist
set fictional country called daeho exist history maps love growth young mages overcome twisted fates due forbidden magic spell known alchemy souls allows souls switch bodies follows story elite assassin named naksu whose soul accidentally trapped inside weak body mu deok jang uks servant powerful noble mage family country young master jang family jang uk holds dark secret scandalous birth wants formidable assassin help change destiny uks servant powerful noble mage family country young master jang family jang uk holds dark secret scandalous birth wants formidable assassin help change destiny
five childhood friends live ssangmundong neighborhood seoul lean survive challenging teen years set path futures sung deok sun struggles attention middle child poor family also carrying burden 999th ranking school kim jung hwan onetrack mind soccer even family becomes rich overnight sung sun woo perfect student student council president caring dependable son family ryu dong ryong geek knows girls life rest friends poor academic score prevents able go college choi taek genius baduk player dropped school go professional group friends gets mischief around neighborhood experiences memorable times together carry future lives sung sun woo perfect student student council president caring dependable son family ryu dong ryong geek knows girls life rest friends poor academic score prevents able go college choi taek genius baduk player dropped school go professional group friends gets mischief around neighborhood experiences memorable times together carry future lives
park dong hoon middleaged engineer married attorney kang yoon hee however life happy two unemployed brothers sang hoon gi hoon rely moreover wife secretly affair ceo joon yeong current boss college junior receiving unexpected bribe one day dong hoon notices coworker lee ji witnessed incident ji young parttime worker dong hoons company drowning debt left alone take care ill grandmother dong hoon gets entangled brothers struggle get back feet companys internal rivalry companys ceo people opposing unaware ceo joon yeong wants get rid ji working incident ji young parttime worker dong hoons company drowning debt left alone take care ill grandmother dong hoon gets entangled brothers struggle get back feet companys internal rivalry companys ceo people opposing unaware ceo joon yeong wants get rid ji working
within palace exist troublemaking princes cause nothing headaches royal family turned properxa0crown princes mother im hwa ryeong wife great king instead aura elegance grace prickly sensitive hottemperedxa0queen serene changed since people kept pushing buttons shexa0is queen sometimes abandons pride andxa0is even known swear every day life full trials withstands sake children andxa0is even known swear every day life full trials withstands sake children
moon dong euns silent fury students horrifically abused high school years continues burn inside meticulously executes plan inflict ultimate pain tormentors meanwhile sudden disappearance son myeong oh gotten attention police friends joo yeo jeong follows moon dong eun willing anything asks pursuit revenge moon dong eun begins final moves offers nemesis park yeon jin chance save turns police park yeon jin plans stop moon dong eun violent bloody game nerves plays rivals revenge moon dong eun begins final moves offers nemesis park yeon jin chance save turns police park yeon jin plans stop moon dong eun violent bloody game nerves plays rivals
kim je hyuk famous baseball player arrested using excessive force chasing man trying sexually assault sister shockingly rest nation sentenced year prison meets childhood friend fellow baseball player lee joon ho gave baseball car accident prison guard one je hyuks biggest fans drama revolves around je hyuks time prison well prisoners meets events take place hyuks biggest fans drama revolves around je hyuks time prison well prisoners meets events take place
jang bong hwan south korean chef risen ranks cook countrys top politicians blue houses presidential residences serious accident finds body young queen kim yong whisked away era deep koreas past queen kim yongs husband reigning monarch king cheol jong name late king sunjos queen sun taken advantage king cheol jongs better nature ruling realm name faces competition brother kim jwa guen also designs power queen kim yong come discover husband harbours secrets gentle meek seems adapted novel promotion record crown princess xian cheng late king sunjos queen sun taken advantage king cheol jongs better nature ruling realm name faces competition brother kim jwa guen also designs power queen kim yong come discover husband harbours secrets gentle meek seems adapted novel promotion record crown princess xian cheng
realizing one students abused school teacher bird researcher soo jin impulsively kidnaps girl acts substitute mother attempt take care
jang uk returns death three years later story mages unfolds anew jang uk becomes hunter soulshifters young woman prisoner home seeks help reclaim freedom
diagnosed autism spectrum disorder 27yearold woo young woo graduated top class prestigious seoul national university college law school due high iq 164 impressive memory creative thought process working lawyer finds struggling comes social interactions
getting paragliding accident south korean heiress yoon se ri crash lands north korea meets north korean army officer ri jung hyuk agrees help return south korea despite tension countries two start falling one another
70yearold dream 23yearold gift lift harsh realities rise challenge becoming ballerinos shim deok chool life long dreaming performing ballet 70yearsold retired job post office employee due life situations put aside dream becoming ballet dancer worked normal job support family shim deok chool makes decision pursue dream family including wife adult children happy decision shim deok chool waver pursuing life long dream joins ballet company learn ballet meets lee chae rok lee chae rok 23yearold man growing played different sports like baseball swimming soccer wasnt talented activities became interested ballet mother ballet dancer died disease lee chae rok young father later went bankrupt lee chae rok learned talent ballet pursuing ballet barely contact father hard time supporting financially going hard times desire ballet fades away time sim deok chool appears front adapted webtoon navillera written hun illustrated ji min family shim deok chool makes decision pursue dream family including wife adult children happy decision shim deok chool waver pursuing life long dream joins ballet company learn ballet meets lee chae rok lee chae rok 23yearold man growing played different sports like baseball swimming soccer wasnt talented activities became interested ballet mother ballet dancer died disease lee chae rok young father later went bankrupt lee chae rok learned talent ballet pursuing ballet barely contact father hard time supporting financially going hard times desire ballet fades away time sim deok chool appears front adapted webtoon navillera written hun illustrated ji min
age eight park joo hyeong left italy adopted adult known vincenzo cassano employed mafia family consigliere due warring mafia factions flies south korea gets involved lawyer hong cha young type attorney anything win case back motherland gives unrivalled conglomerate taste medicine side version justice unrivalled conglomerate taste medicine side version justice
moon gang tae community health worker psychiatric ward blessed everything including great body smarts ability sympathize others patience ability react quickly stamina meanwhile ko moon young popular writer childrens literature due suffering antisocial personality disorder seems extremely selfish arrogant rude moon gang tae denies love ko moon young doesnt know two defy fate fall love finding souls identities process two defy fate fall love finding souls identities process
fifteen years ago young girl kidnapped way school park hae yeong elementary school student time witnessed crime days later girl found dead police able find culprit time went hae yeong started distrusting police fifteen years later hae yeong police officer criminal profiler one day finds walkietalkie allows get contact detective lee jae han past police officers hae yeong jae han cha hyun set journey solve cold cases day finds walkietalkie allows get contact detective lee jae han past police officers hae yeong jae han cha hyun set journey solve cold cases
high school student dreams becoming architect however drop school suffering brutal school violence years later perpetrator gets married kid kid elementary school former victim becomes homeroom teacher starts thorough revenge towards perpetrators bystanders bullying days
following events season one waves undead threaten reach capital attempt save people plague regain right throne crown prince lee chang pursues jo hak joo overthrow queen race time produce heir throne
yoon sae bom special agent quick wits reflexes another special quality earns opportunity move new apartment set aside civil servants coveted apartment complex pretending marry high school friend jung yi hyun yi hyun detective investigating spread mysterious disease trapped apartment building han tae seok head task force control spread disease orders complex sealed rest city quarantine disease reveal social caste system bringing best worst apartment residents task force control spread disease orders complex sealed rest city quarantine disease reveal social caste system bringing best worst apartment residents
mr sunshine centers young boy born house servants family travels united states 1871 shinmiyangyo us expedition korea returns homeland later us marine officer meets falls love aristocrats daughter time discovers plot foreign forces colonize korea
choi joon woong seeks job hard get hired one night witnesses man trying end life decides stop gets acquainted grim reapers koo ryeon im ryoong gu belong crisis management team purpose prevent people committing suicide joon woong ends coma becomes halfhuman halfspirit employed company grim reapers newest member crisis management team adapted webtoon tomorrow llama employed company grim reapers newest member crisis management team adapted webtoon tomorrow llama
seo jung hoo special kind night courier known healer clients right price help genius hacker gets clients whatever want long doesnt involve murder latest job leads secondrate tabloid writer chae young shin successful reporter kim moon ho begins uncover mystery shared past two reporters thus putting danger shared past two reporters thus putting danger
han seo jin noh seung hye jin jin hee lee myung joo live families sky castle luxury private neighborhood hosting wealthy doctors professors women wish children enter prestigious universities actively supporting education following acceptance myung joos son seoul national university medical student incident occurs resulting family quickly moving surprise sky castles residents lee soo im inferior family move interacting families soo im takes upon help stressed children challenging women sky castle meanwhile questioning ways supporting stepson well soon starts uncover truth happened myung joos family relation grade coordinator kim joo young surprise sky castles residents lee soo im inferior family move interacting families soo im takes upon help stressed children challenging women sky castle meanwhile questioning ways supporting stepson well soon starts uncover truth happened myung joos family relation grade coordinator kim joo young
korea second half 1700s yi san aloof perfectionloving young prince fathers killing haunts although leaves position take throne grandfather cruel ruthless current king responsible yi sans fathers death dies resolved become benevolent monarch reform law eventually takes throne way father killed scarred emotionally court meets young woman named sung deok im yi san falls love tries convince become official concubine sung deok im strongwilled freespirited also intelligent enough understand becoming royal consort future king prestigious role one would restrict freedom likely bring little way joy yi sans love sung deok im true starts understand forming union could ultimately benefit troubled realm adapted novel sleeves red cuff kang mi kang way father killed scarred emotionally court meets young woman named sung deok im yi san falls love tries convince become official concubine sung deok im strongwilled freespirited also intelligent enough understand becoming royal consort future king prestigious role one would restrict freedom likely bring little way joy yi sans love sung deok im true starts understand forming union could ultimately benefit troubled realm adapted novel sleeves red cuff kang mi kang
despite disbanding gis successful revenge rainbow deluxe taxi crew including seong cheol go eun gyeong gu jin eon cant resist call reunite former leader though attempts live regular life typical job innate desire fight injustice draws back one another group even welcomes new member kindhearted clumsy young man named ha jun stumbles upon secret basement rainbow taxi fighting clients ever crew continues battle behalf wronged unequal society however work draws attention mysterious organization makes presence known killing one gis targets disappearing without trace try uncover organizations identity motives rainbow taxi crew faces toughest challenge yet adapted webtoon deluxe taxi carlos keukeu jae jin ha jun stumbles upon secret basement rainbow taxi fighting clients ever crew continues battle behalf wronged unequal society however work draws attention mysterious organization makes presence known killing one gis targets disappearing without trace try uncover organizations identity motives rainbow taxi crew faces toughest challenge yet adapted webtoon deluxe taxi carlos keukeu jae jin
suspenseful story asks key question could identify psychopaths advance crazed serial killers ruthless murders left entire nation gripped fear chaos reigns justiceseeking rookie police officer jung ba reum comes face face killer survives dangerous encounter psychopath jung ba reum finds life completely changing eyes
